id,title_or_case,score_internal,before,delta,human_score,low_checks,evidence
R01:love:eunbyeol:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:eunbyeol:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:eunbyeol:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:eunbyeol:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:jeokhyeol:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:jeokhyeol:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:jeokhyeol:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:jeokhyeol:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:monghwa:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:monghwa:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:monghwa:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:monghwa:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:seoyeok:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:seoyeok:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:seoyeok:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:seoyeok:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:paeseon:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:paeseon:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:paeseon:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:paeseon:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:myeonsang:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:myeonsang:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:myeonsang:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:myeonsang:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:wolha:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:wolha:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:wolha:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:wolha:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hongmae:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:hongmae:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hongmae:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hongmae:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:yeondam:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:yeondam:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:yeondam:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:yeondam:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hwagyeong:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:hwagyeong:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hwagyeong:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hwagyeong:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:haengsu:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:haengsu:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:haengsu:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:haengsu:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hunjang:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:hunjang:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hunjang:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:hunjang:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:yakcho:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:yakcho:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:yakcho:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:yakcho:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:ilgwan:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:ilgwan:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:ilgwan:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:ilgwan:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:nopa:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:nopa:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:nopa:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:nopa:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:dongja:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:love:dongja:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:dongja:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:love:dongja:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:people:pungun:all:book,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R01:people:pungun:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:people:pungun:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:people:pungun:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:people:pungun:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
