id,title_or_case,score_internal,before,delta,human_score,low_checks,evidence
R07:love:summary,R07,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R07:people:hook,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R07:people:daily,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R07:people:summary,R07,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R07:dir:hook,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R07:dir:daily,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R07:dir:summary,R07,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R07:health:hook,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R07:health:daily,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R07:health:summary,R07,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R08:work:hook,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R08:work:daily,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R08:work:summary,R08,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R08:money:hook,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R08:money:daily,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R08:money:summary,R08,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R08:love:hook,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R08:love:daily,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R08:love:summary,R08,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R08:people:hook,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R08:people:daily,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R08:people:summary,R08,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R08:dir:hook,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R08:dir:daily,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R08:dir:summary,R08,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R08:health:hook,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R08:health:daily,R08,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R08:health:summary,R08,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R09:work:hook,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R09:work:daily,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R09:work:summary,R09,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R09:money:hook,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R09:money:daily,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R09:money:summary,R09,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R09:love:hook,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R09:love:daily,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R09:love:summary,R09,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R09:people:hook,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R09:people:daily,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R09:people:summary,R09,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R09:dir:hook,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R09:dir:daily,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R09:dir:summary,R09,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R09:health:hook,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R09:health:daily,R09,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R09:health:summary,R09,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R10:work:hook,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R10:work:daily,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R10:work:summary,R10,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R10:money:hook,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R10:money:daily,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R10:money:summary,R10,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R10:love:hook,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R10:love:daily,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R10:love:summary,R10,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R10:people:hook,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R10:people:daily,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R10:people:summary,R10,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R10:dir:hook,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R10:dir:daily,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R10:dir:summary,R10,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R10:health:hook,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R10:health:daily,R10,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R10:health:summary,R10,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R11:work:hook,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R11:work:daily,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R11:work:summary,R11,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R11:money:hook,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R11:money:daily,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R11:money:summary,R11,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R11:love:hook,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R11:love:daily,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R11:love:summary,R11,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R11:people:hook,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R11:people:daily,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R11:people:summary,R11,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R11:dir:hook,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R11:dir:daily,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R11:dir:summary,R11,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R11:health:hook,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R11:health:daily,R11,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R11:health:summary,R11,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R12:work:hook,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R12:work:daily,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R12:work:summary,R12,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R12:money:hook,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R12:money:daily,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R12:money:summary,R12,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R12:love:hook,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R12:love:daily,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R12:love:summary,R12,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R12:people:hook,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R12:people:daily,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R12:people:summary,R12,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R12:dir:hook,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R12:dir:daily,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R12:dir:summary,R12,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R12:health:hook,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R12:health:daily,R12,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R12:health:summary,R12,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R13:work:hook,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R13:work:daily,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R13:work:summary,R13,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R13:money:hook,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R13:money:daily,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R13:money:summary,R13,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R13:love:hook,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R13:love:daily,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R13:love:summary,R13,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R13:people:hook,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R13:people:daily,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R13:people:summary,R13,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R13:dir:hook,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R13:dir:daily,R13,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R13:dir:summary,R13,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
